Time,Retransmissions
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,53
163,53
164,53
165,53
166,53
167,53
168,53
169,53
170,53
171,53
172,53
173,53
174,53
175,53
176,53
177,53
178,53
179,53
180,53
181,70
182,70
183,70
184,70
185,70
186,70
187,70
188,70
189,70
190,70
191,70
192,70
193,70
194,70
195,70
196,70
197,70
198,70
199,70
200,70
201,70
202,70
203,70
204,70
205,70
206,70
207,70
208,70
209,70
210,70
211,75
212,75
213,75
214,75
215,75
216,75
217,75
218,75
219,75
220,75
221,75
222,75
223,75
224,75
225,75
226,75
227,75
228,75
229,75
230,75
231,75
232,75
233,75
234,75
235,75
236,75
237,75
238,75
239,75
240,75
241,75
242,75
243,75
244,75
245,75
246,75
247,75
248,75
249,75
250,75
251,75
252,75
253,75
254,75
255,75
256,75
257,75
258,75
259,75
260,75
261,75
262,75
263,75
264,75
265,75
266,75
267,75
268,75
269,75
270,75
271,75
272,75
273,75
274,75
275,75
276,75
277,75
278,75
279,75
280,75
281,75
282,75
283,75
284,75
285,75
286,75
287,75
288,75
289,75
290,75
291,75
292,75
293,75
294,75
295,75
296,75
297,75
298,75
299,75
300,75
301,75
302,75
303,75
304,75
305,75
306,75
307,75
308,75
309,75
310,75
311,75
312,75
313,75
314,75
315,75
316,75
317,75
318,75
319,75
320,75
321,75
322,75
323,75
324,76
325,76
326,76
327,76
328,76
329,76
330,76
331,76
332,76
333,76
334,76
335,76
336,76
337,76
338,76
339,76
340,76
341,76
342,76
343,76
344,76
345,76
346,76
347,76
348,76
349,76
350,76
351,76
352,76
353,76
354,76
355,76
356,76
357,76
358,76
359,76
360,76
361,76
362,76
363,76
364,76
365,76
366,76
367,76
368,76
369,76
370,76
371,76
372,76
373,76
374,76
375,76
376,76
377,76
378,76
379,76
380,76
381,76
382,76
383,76
384,76
385,76
386,76
387,76
388,76
389,76
390,76
391,76
392,76
393,76
394,76
395,76
396,76
397,76
398,76
399,76
400,76
401,76
402,76
403,76
404,76
405,76
406,76
407,76
408,76
409,76
410,76
411,76
412,76
413,76
414,76
415,76
416,76
417,76
418,76
419,76
420,76
421,76
422,76
423,76
424,76
425,76
426,76
427,76
428,76
429,76
430,76
431,76
432,76
433,76
434,76
435,76
436,76
437,76
438,76
439,76
440,76
441,76
442,76
443,76
444,76
445,76
446,76
447,76
448,76
449,76
450,76
451,76
452,118
453,118
454,118
455,118
456,118
457,118
458,118
459,118
460,118
461,118
462,118
463,118
464,118
465,118
466,118
467,118
468,118
469,118
470,118
471,118
472,118
473,118
474,118
475,118
476,118
477,118
478,118
479,118
480,118
481,118
482,118
483,118
484,118
485,118
486,118
487,118
488,118
489,118
490,118
491,118
492,118
493,118
494,118
495,118
496,118
497,118
498,118
499,118
500,118
501,118
502,118
503,118
504,118
505,118
506,118
507,118
508,118
509,118
510,118
511,118
512,118
513,118
514,118
515,118
516,118
517,118
518,118
519,118
520,118
521,118
522,118
523,118
524,118
525,118
526,118
527,118
528,118
529,118
530,118
531,118
532,118
533,118
534,118
535,118
536,118
537,118
538,118
539,118
540,118
541,118
542,118
543,118
544,118
545,118
546,118
547,118
548,118
549,118
550,118
551,118
552,118
553,118
554,118
555,118
556,118
557,118
558,118
559,118
560,118
561,118
562,118
563,118
564,118
565,118
566,118
567,118
568,118
569,118
570,118
571,118
572,118
573,118
574,118
575,118
576,118
577,118
578,118
579,118
580,118
581,131
582,131
583,131
584,131
585,131
586,131
587,177
588,177
589,177
590,177
591,177
592,177
593,177
594,177
595,177
596,177
597,177
598,177
599,177
600,177
601,177
602,177
603,177
604,177
605,177
606,177
607,177
608,177
609,177
610,177
611,177
612,177
613,177
614,177
615,177
616,177
617,177
618,177
619,177
620,177
621,177
622,177
623,177
624,177
625,177
626,177
627,177
628,177
629,177
630,177
631,177
632,177
633,177
634,177
635,177
636,177
637,177
638,177
639,177
640,177
641,177
642,177
643,177
644,177
645,177
646,177
647,177
648,177
649,177
650,177
651,177
652,177
653,177
654,177
655,177
656,177
657,177
658,177
659,177
660,177
661,177
662,177
663,177
664,177
665,177
666,177
667,177
668,177
669,177
670,177
671,177
672,177
673,177
674,177
675,177
676,177
677,177
678,177
679,177
680,177
681,177
682,177
683,177
684,177
685,177
686,177
687,177
688,177
689,177
690,177
691,177
692,177
693,177
694,177
695,177
696,177
697,177
698,177
699,177
700,177
701,177
702,177
703,177
704,177
705,177
706,177
707,177
708,177
709,177
710,177
711,177
712,177
713,191
714,191
715,191
716,191
717,191
718,191
719,191
720,191
721,191
722,191
723,191
724,191
725,191
726,191
727,191
728,191
729,191
730,191
731,191
732,191
733,191
734,191
735,191
736,191
737,191
738,191
739,191
740,191
741,191
742,191
743,191
744,191
745,191
746,191
747,191
748,191
749,191
750,191
751,191
752,191
753,191
754,191
755,191
756,191
757,191
758,191
759,191
760,191
761,191
762,191
763,191
764,191
765,191
766,191
767,191
768,191
769,191
770,218
771,218
772,218
773,218
774,218
775,218
776,218
777,218
778,218
779,218
780,218
781,218
782,218
783,218
784,218
785,218
786,218
787,218
788,218
789,218
790,218
791,218
792,218
793,218
794,218
795,218
796,218
797,218
798,218
799,218
800,218
801,218
802,218
803,218
804,218
805,218
806,218
807,218
808,218
809,218
810,218
811,218
812,218
813,218
814,218
815,218
816,218
817,218
818,218
819,218
820,218
821,218
822,218
823,218
824,218
825,218
826,218
827,218
828,218
829,218
830,218
831,218
832,218
833,218
834,218
835,247
836,247
837,247
838,247
839,247
840,247
841,247
842,247
843,247
844,247
845,247
846,247
847,247
848,247
849,247
850,247
851,247
852,247
853,247
854,247
855,247
856,247
857,247
858,247
859,247
860,247
861,247
862,247
863,247
864,247
865,247
866,247
867,247
868,247
869,247
870,247
871,247
872,247
873,247
874,247
875,247
876,247
877,247
878,247
879,264
880,264
881,264
882,264
883,264
884,264
885,264
886,264
887,264
888,269
889,269
890,269
891,269
892,269
893,269
894,269
895,269
896,269
897,269
898,269
899,269
900,269
901,269
902,269
903,269
904,269
905,269
906,269
907,269
908,269
909,269
910,269
911,269
912,269
913,269
914,269
915,269
916,269
917,269
918,269
919,269
920,269
921,269
922,269
923,269
924,269
925,269
926,269
927,270
928,270
929,270
930,270
931,270
932,270
933,270
934,270
935,270
936,270
937,270
938,270
939,270
940,270
941,270
942,270
943,270
944,270
945,270
946,270
947,270
948,270
949,270
950,270
951,270
952,270
953,270
954,270
955,270
956,270
957,270
958,270
959,270
960,270
961,270
962,270
963,270
964,270
965,270
966,284
967,284
968,284
969,284
970,284
971,284
972,284
973,284
974,284
975,284
976,284
977,284
978,284
979,284
980,284
981,284
982,284
983,284
984,284
985,284
986,284
987,284
988,284
989,284
990,284
991,284
992,284
993,284
994,284
995,284
996,284
997,284
998,293
999,293
1000,293
1001,293
1002,293
1003,293
1004,293
1005,293
1006,293
1007,293
1008,293
1009,293
1010,293
1011,293
1012,293
1013,293
1014,293
1015,293
1016,293
1017,293
1018,293
1019,293
1020,293
1021,293
1022,293
1023,293
1024,293
